knr,knavn,aar,bef_K_0_14,bef_K_15_29,bef_K_30_74,bef_K_75_105,bef_M_0_14,bef_M_15_29,bef_M_30_74,bef_M_75_105,bef_MK_0_14,bef_MK_15_29,bef_MK_30_74,bef_MK_75_105
1111,Sokndal,2002,320,299,801,223,328,320,833,148,648,619,1634,371
1111,Sokndal,2003,308,303,799,220,330,310,838,146,638,613,1637,366
1111,Sokndal,2004,309,312,803,210,326,326,846,151,635,638,1649,361
1111,Sokndal,2005,313,306,813,211,318,322,835,156,631,628,1648,367
1111,Sokndal,2006,303,303,812,208,318,321,837,160,621,624,1649,368
1111,Sokndal,2007,289,309,799,213,309,308,846,155,598,617,1645,368
1111,Sokndal,2008,291,299,804,196,304,306,845,152,595,605,1649,348
1111,Sokndal,2009,278,304,814,192,309,309,846,146,587,613,1660,338
1111,Sokndal,2010,288,310,828,184,314,315,859,140,602,625,1687,324
1111,Sokndal,2011,281,290,832,181,308,323,865,135,589,613,1697,316
1111,Sokndal,2012,289,277,836,184,307,325,874,133,596,602,1710,317
1111,Sokndal,2013,284,283,843,188,309,328,884,126,593,611,1727,314
1111,Sokndal,2014,299,293,845,184,300,327,884,124,599,620,1729,308
1112,Lund,1999,328,290,705,171,350,349,739,114,678,639,1444,285
1112,Lund,2000,326,304,692,173,347,342,749,114,673,646,1441,287
1112,Lund,2001,330,306,709,169,346,342,758,109,676,648,1467,278
1112,Lund,2002,339,304,724,169,336,360,767,99,675,664,1491,268
1112,Lund,2003,327,297,727,165,325,352,774,99,652,649,1501,264
1112,Lund,2004,318,305,733,160,323,348,781,103,641,653,1514,263
1112,Lund,2005,326,310,751,154,319,347,776,109,645,657,1527,263
1112,Lund,2006,315,301,749,149,310,337,789,103,625,638,1538,252
1112,Lund,2007,310,308,756,157,311,333,791,102,621,641,1547,259
1112,Lund,2008,322,286,757,156,313,348,800,94,635,634,1557,250
1112,Lund,2009,308,297,754,158,303,347,810,95,611,644,1564,253
1112,Lund,2010,310,315,766,150,306,345,818,91,616,660,1584,241
1112,Lund,2011,320,328,772,147,302,345,824,101,622,673,1596,248
1112,Lund,2012,323,331,780,140,298,330,834,99,621,661,1614,239
1112,Lund,2013,318,337,781,145,298,317,838,102,616,654,1619,247
1112,Lund,2014,319,336,791,146,304,326,854,105,623,662,1645,251
1114,Bjerkreim,1999,268,267,547,116,293,251,587,86,561,518,1134,202
1114,Bjerkreim,2000,264,267,550,117,290,263,582,84,554,530,1132,201
1114,Bjerkreim,2001,276,275,553,118,291,278,574,85,567,553,1127,203
1114,Bjerkreim,2002,268,258,554,123,293,257,586,87,561,515,1140,210
1114,Bjerkreim,2003,271,264,557,124,281,262,595,93,552,526,1152,217
1114,Bjerkreim,2004,270,256,560,118,273,257,601,88,543,513,1161,206
1114,Bjerkreim,2005,269,244,570,119,263,259,619,85,532,503,1189,204
1114,Bjerkreim,2006,266,250,581,121,268,261,613,88,534,511,1194,209
1114,Bjerkreim,2007,267,247,594,117,276,257,625,89,543,504,1219,206
1114,Bjerkreim,2008,265,258,596,113,273,273,647,82,538,531,1243,195
1114,Bjerkreim,2009,270,255,599,116,283,280,667,82,553,535,1266,198
1114,Bjerkreim,2010,258,251,605,117,289,286,669,75,547,537,1274,192
1114,Bjerkreim,2011,267,262,625,111,289,298,685,70,556,560,1310,181
1114,Bjerkreim,2012,286,267,647,106,299,304,713,76,585,571,1360,182
1114,Bjerkreim,2013,295,292,648,105,304,297,724,78,599,589,1372,183
1114,Bjerkreim,2014,287,299,672,98,308,289,751,75,595,588,1423,173
1119,Hå,1999,1563,1498,3066,512,1591,1656,3271,326,3154,3154,6337,838
1119,Hå,2000,1609,1493,3131,509,1604,1677,3349,336,3213,3170,6480,845
1119,Hå,2001,1621,1472,3188,513,1605,1669,3392,340,3226,3141,6580,853
1119,Hå,2002,1633,1485,3246,519,1624,1666,3472,341,3257,3151,6718,860
1119,Hå,2003,1658,1524,3278,522,1653,1675,3546,337,3311,3199,6824,859
1119,Hå,2004,1662,1551,3331,518,1664,1663,3608,350,3326,3214,6939,868
1119,Hå,2005,1674,1576,3415,515,1658,1673,3673,356,3332,3249,7088,871
1119,Hå,2006,1700,1577,3445,531,1695,1636,3726,351,3395,3213,7171,882
1119,Hå,2007,1699,1608,3500,529,1683,1670,3786,361,3382,3278,7286,890
1119,Hå,2008,1698,1625,3616,523,1712,1733,3903,368,3410,3358,7519,891
1119,Hå,2009,1707,1722,3715,530,1766,1796,4076,362,3473,3518,7791,892
1119,Hå,2010,1742,1759,3833,536,1788,1823,4194,366,3530,3582,8027,902
1119,Hå,2011,1776,1816,3977,539,1841,1870,4338,379,3617,3686,8315,918
1119,Hå,2012,1783,1866,4061,525,1888,1933,4492,384,3671,3799,8553,909
1119,Hå,2013,1835,1886,4174,529,1914,2005,4609,399,3749,3891,8783,928
1119,Hå,2014,1872,1955,4286,522,1957,2042,4789,413,3829,3997,9075,935
1120,Klepp,1999,1516,1489,3148,347,1624,1595,3345,217,3140,3084,6493,564
1120,Klepp,2000,1583,1452,3237,368,1710,1527,3444,223,3293,2979,6681,591
1120,Klepp,2001,1607,1380,3325,369,1758,1484,3512,221,3365,2864,6837,590
1120,Klepp,2002,1620,1315,3395,381,1805,1432,3610,229,3425,2747,7005,610
1120,Klepp,2003,1648,1305,3498,391,1820,1384,3664,237,3468,2689,7162,628
1120,Klepp,2004,1673,1322,3526,397,1812,1381,3732,245,3485,2703,7258,642
1120,Klepp,2005,1671,1349,3593,402,1858,1396,3814,254,3529,2745,7407,656
1120,Klepp,2006,1692,1408,3663,412,1843,1447,3886,266,3535,2855,7549,678
1120,Klepp,2007,1703,1501,3742,419,1871,1515,4020,269,3574,3016,7762,688
1120,Klepp,2008,1739,1613,3864,418,1880,1644,4157,280,3619,3257,8021,698
1120,Klepp,2009,1785,1669,3984,430,1912,1727,4319,286,3697,3396,8303,716
1120,Klepp,2010,1803,1737,4136,429,1936,1820,4467,297,3739,3557,8603,726
1120,Klepp,2011,1825,1794,4250,445,1980,1860,4651,307,3805,3654,8901,752
1120,Klepp,2012,1847,1818,4379,446,1991,1880,4794,322,3838,3698,9173,768
1120,Klepp,2013,1863,1905,4480,448,1990,1966,4945,339,3853,3871,9425,787
1120,Klepp,2014,1892,1919,4563,461,2005,1996,5022,357,3897,3915,9585,818
1121,Time,1999,1474,1416,3127,401,1567,1474,3166,276,3041,2890,6293,677
1121,Time,2000,1467,1402,3203,428,1595,1466,3276,269,3062,2868,6479,697
1121,Time,2001,1474,1406,3256,437,1601,1488,3357,261,3075,2894,6613,698
1121,Time,2002,1472,1393,3305,434,1621,1473,3410,273,3093,2866,6715,707
1121,Time,2003,1508,1410,3399,430,1649,1526,3487,283,3157,2936,6886,713
1121,Time,2004,1534,1437,3480,441,1630,1600,3548,298,3164,3037,7028,739
1121,Time,2005,1544,1448,3584,453,1638,1652,3621,313,3182,3100,7205,766
1121,Time,2006,1545,1512,3679,466,1646,1679,3749,319,3191,3191,7428,785
1121,Time,2007,1543,1573,3748,475,1651,1682,3852,318,3194,3255,7600,793
1121,Time,2008,1545,1639,3842,484,1660,1745,3969,332,3205,3384,7811,816
1121,Time,2009,1578,1690,3926,491,1680,1774,4084,344,3258,3464,8010,835
1121,Time,2010,1610,1672,4023,499,1674,1785,4207,351,3284,3457,8230,850
1121,Time,2011,1640,1705,4115,504,1722,1816,4317,355,3362,3521,8432,859
1121,Time,2012,1686,1698,4220,503,1777,1831,4435,359,3463,3529,8655,862
1121,Time,2013,1728,1770,4368,520,1849,1903,4634,381,3577,3673,9002,901
1121,Time,2014,1761,1844,4449,531,1893,1950,4791,396,3654,3794,9240,927
1122,Gjesdal,1999,1092,949,1927,259,1205,1012,2019,144,2297,1961,3946,403
1122,Gjesdal,2000,1093,936,1994,260,1246,995,2081,145,2339,1931,4075,405
1122,Gjesdal,2001,1104,931,2027,263,1249,1001,2126,152,2353,1932,4153,415
1122,Gjesdal,2002,1112,951,2066,263,1267,978,2173,149,2379,1929,4239,412
1122,Gjesdal,2003,1120,915,2142,248,1247,979,2208,147,2367,1894,4350,395
1122,Gjesdal,2004,1143,897,2190,259,1206,1017,2256,143,2349,1914,4446,402
1122,Gjesdal,2005,1130,922,2204,261,1175,1050,2280,142,2305,1972,4484,403
1122,Gjesdal,2006,1097,986,2231,251,1156,1091,2334,147,2253,2077,4565,398
1122,Gjesdal,2007,1082,1039,2288,247,1146,1128,2396,153,2228,2167,4684,400
1122,Gjesdal,2008,1075,1064,2308,253,1127,1186,2445,141,2202,2250,4753,394
1122,Gjesdal,2009,1075,1075,2382,246,1121,1229,2528,149,2196,2304,4910,395
1122,Gjesdal,2010,1111,1105,2471,240,1121,1222,2635,141,2232,2327,5106,381
1122,Gjesdal,2011,1126,1147,2549,247,1144,1248,2738,133,2270,2395,5287,380
1122,Gjesdal,2012,1149,1178,2622,246,1168,1296,2801,139,2317,2474,5423,385
1122,Gjesdal,2013,1172,1217,2694,241,1193,1307,2893,148,2365,2524,5587,389
1122,Gjesdal,2014,1197,1219,2779,234,1227,1341,2984,147,2424,2560,5763,381
1124,Sola,1999,2164,1868,4605,390,2337,1979,4757,307,4501,3847,9362,697
1124,Sola,2000,2202,1858,4671,405,2332,1980,4835,321,4534,3838,9506,726
1124,Sola,2001,2234,1813,4730,439,2336,1932,4922,342,4570,3745,9652,781
1124,Sola,2002,2303,1795,4792,470,2340,1922,4992,348,4643,3717,9784,818
1124,Sola,2003,2309,1815,4893,489,2307,1999,5087,361,4616,3814,9980,850
1124,Sola,2004,2256,1797,4947,504,2322,1991,5125,360,4578,3788,10072,864
1124,Sola,2005,2249,1826,5027,517,2281,2038,5216,372,4530,3864,10243,889
1124,Sola,2006,2262,1897,5121,534,2327,2041,5308,380,4589,3938,10429,914
1124,Sola,2007,2236,2005,5238,551,2329,2152,5449,412,4565,4157,10687,963
1124,Sola,2008,2254,2149,5422,568,2322,2320,5671,438,4576,4469,11093,1006
1124,Sola,2009,2301,2209,5570,593,2362,2383,5889,437,4663,4592,11459,1030
1124,Sola,2010,2370,2331,5726,596,2430,2441,6112,448,4800,4772,11838,1044
1124,Sola,2011,2439,2371,5860,619,2470,2542,6221,460,4909,4913,12081,1079
1124,Sola,2012,2464,2457,6024,643,2491,2594,6388,479,4955,5051,12412,1122
1124,Sola,2013,2511,2530,6177,652,2504,2727,6623,495,5015,5257,12800,1147
1124,Sola,2014,2527,2553,6336,681,2540,2762,6812,513,5067,5315,13148,1194
1127,Randaberg,1999,978,958,2123,188,1077,941,2210,122,2055,1899,4333,310
1127,Randaberg,2000,998,910,2185,192,1079,912,2240,122,2077,1822,4425,314
1127,Randaberg,2001,991,885,2198,192,1105,891,2245,120,2096,1776,4443,312
1127,Randaberg,2002,1003,844,2267,199,1118,866,2321,127,2121,1710,4588,326
1127,Randaberg,2003,1047,831,2292,199,1135,873,2339,141,2182,1704,4631,340
1127,Randaberg,2004,1046,848,2338,193,1165,850,2369,148,2211,1698,4707,341
1127,Randaberg,2005,1035,832,2360,205,1140,875,2379,152,2175,1707,4739,357
1127,Randaberg,2006,1047,833,2433,211,1167,893,2423,173,2214,1726,4856,384
1127,Randaberg,2007,1063,880,2471,222,1153,946,2458,174,2216,1826,4929,396
1127,Randaberg,2008,1072,896,2506,227,1128,985,2511,175,2200,1881,5017,402
1127,Randaberg,2009,1066,938,2538,244,1128,1039,2590,184,2194,1977,5128,428
1127,Randaberg,2010,1051,942,2584,260,1131,1056,2653,188,2182,1998,5237,448
1127,Randaberg,2011,1048,935,2614,278,1138,1053,2658,213,2186,1988,5272,491
1127,Randaberg,2012,1041,1021,2658,280,1116,1100,2703,222,2157,2121,5361,502
1127,Randaberg,2013,1048,1025,2692,291,1097,1144,2744,230,2145,2169,5436,521
1127,Randaberg,2014,1060,1002,2706,310,1052,1178,2750,235,2112,2180,5456,545
1129,Forsand,1999,109,109,227,52,104,107,248,40,213,216,475,92
1129,Forsand,2000,114,98,238,51,113,104,250,38,227,202,488,89
1129,Forsand,2001,106,98,247,48,130,95,254,38,236,193,501,86
1129,Forsand,2002,111,96,258,49,136,95,260,37,247,191,518,86
1129,Forsand,2003,108,103,260,44,134,94,273,38,242,197,533,82
1129,Forsand,2004,117,99,259,44,125,97,275,38,242,196,534,82
1129,Forsand,2005,114,104,271,44,134,93,284,37,248,197,555,81
1129,Forsand,2006,112,102,271,45,133,90,291,38,245,192,562,83
1129,Forsand,2007,109,98,275,44,133,99,294,37,242,197,569,81
1129,Forsand,2008,106,102,284,42,134,96,301,36,240,198,585,78
1129,Forsand,2009,109,112,284,45,141,90,305,38,250,202,589,83
1129,Forsand,2010,114,104,288,47,137,98,305,38,251,202,593,85
1129,Forsand,2011,119,108,291,49,127,98,314,44,246,206,605,93
1129,Forsand,2012,116,105,296,52,130,110,318,47,246,215,614,99
1129,Forsand,2013,120,110,305,52,145,115,330,41,265,225,635,93
1129,Forsand,2014,120,110,303,56,137,119,342,40,257,229,645,96
1130,Strand,1999,1091,1077,2315,404,1089,1159,2409,289,2180,2236,4724,693
1130,Strand,2000,1103,1088,2349,413,1090,1170,2449,290,2193,2258,4798,703
1130,Strand,2001,1103,1107,2378,414,1135,1122,2483,277,2238,2229,4861,691
1130,Strand,2002,1084,1109,2420,405,1155,1087,2500,293,2239,2196,4920,698
1130,Strand,2003,1090,1110,2445,412,1171,1074,2563,296,2261,2184,5008,708
1130,Strand,2004,1091,1113,2489,412,1149,1072,2575,284,2240,2185,5064,696
1130,Strand,2005,1090,1084,2557,410,1146,1081,2630,289,2236,2165,5187,699
1130,Strand,2006,1100,1086,2586,412,1166,1090,2685,296,2266,2176,5271,708
1130,Strand,2007,1086,1097,2617,412,1168,1096,2720,305,2254,2193,5337,717
1130,Strand,2008,1122,1101,2686,418,1186,1131,2793,298,2308,2232,5479,716
1130,Strand,2009,1137,1096,2739,425,1178,1152,2858,307,2315,2248,5597,732
1130,Strand,2010,1147,1084,2816,417,1165,1204,2905,307,2312,2288,5721,724
1130,Strand,2011,1158,1128,2839,414,1193,1188,2982,301,2351,2316,5821,715
1130,Strand,2012,1167,1111,2912,411,1233,1223,3008,314,2400,2334,5920,725
1130,Strand,2013,1191,1176,2990,426,1257,1244,3098,312,2448,2420,6088,738
1130,Strand,2014,1220,1212,3056,432,1301,1253,3185,320,2521,2465,6241,752
1133,Hjelmeland,1999,267,265,623,194,279,288,683,128,546,553,1306,322
1133,Hjelmeland,2000,263,260,630,188,276,286,691,131,539,546,1321,319
1133,Hjelmeland,2001,263,253,639,184,266,277,698,129,529,530,1337,313
1133,Hjelmeland,2002,260,251,639,178,262,272,693,126,522,523,1332,304
1133,Hjelmeland,2003,260,249,653,171,261,276,696,117,521,525,1349,288
1133,Hjelmeland,2004,261,253,649,168,264,282,707,121,525,535,1356,289
1133,Hjelmeland,2005,270,247,658,158,267,269,717,119,537,516,1375,277
1133,Hjelmeland,2006,265,262,662,149,269,270,703,115,534,532,1365,264
1133,Hjelmeland,2007,257,271,656,144,257,269,702,113,514,540,1358,257
1133,Hjelmeland,2008,252,268,654,136,251,264,715,108,503,532,1369,244
1133,Hjelmeland,2009,260,259,661,136,252,267,726,107,512,526,1387,243
1133,Hjelmeland,2010,271,253,682,134,261,258,744,103,532,511,1426,237
1133,Hjelmeland,2011,281,257,695,126,264,279,758,106,545,536,1453,232
1133,Hjelmeland,2012,296,244,697,125,272,275,767,104,568,519,1464,229
1133,Hjelmeland,2013,284,248,696,116,264,273,781,100,548,521,1477,216
1133,Hjelmeland,2014,293,241,703,111,265,265,788,94,558,506,1491,205
1134,Suldal,1999,376,409,942,254,394,453,1021,162,770,862,1963,416
1134,Suldal,2000,382,395,960,246,396,433,1027,158,778,828,1987,404
1134,Suldal,2001,375,400,963,239,390,428,1033,159,765,828,1996,398
1134,Suldal,2002,374,403,953,241,386,402,1035,153,760,805,1988,394
1134,Suldal,2003,360,385,956,242,361,400,1021,162,721,785,1977,404
1134,Suldal,2004,354,372,956,250,361,375,1017,167,715,747,1973,417
1134,Suldal,2005,352,377,963,249,369,368,1022,163,721,745,1985,412
1134,Suldal,2006,344,359,964,261,355,364,1022,159,699,723,1986,420
1134,Suldal,2007,352,353,976,252,353,375,1026,146,705,728,2002,398
1134,Suldal,2008,337,344,976,253,350,353,1034,144,687,697,2010,397
1134,Suldal,2009,343,325,993,251,343,347,1034,152,686,672,2027,403
1134,Suldal,2010,350,312,1013,240,346,345,1039,155,696,657,2052,395
1134,Suldal,2011,346,324,1014,236,359,342,1041,155,705,666,2055,391
1134,Suldal,2012,337,327,1015,229,352,356,1033,157,689,683,2048,386
1134,Suldal,2013,342,336,1026,215,359,357,1041,156,701,693,2067,371
1134,Suldal,2014,339,341,1026,207,362,348,1064,148,701,689,2090,355
1135,Sauda,1999,506,445,1288,311,494,489,1346,163,1000,934,2634,474
1135,Sauda,2000,511,430,1289,308,487,486,1349,162,998,916,2638,470
1135,Sauda,2001,489,426,1274,315,477,475,1336,176,966,901,2610,491
1135,Sauda,2002,465,406,1278,323,459,473,1307,182,924,879,2585,505
1135,Sauda,2003,454,420,1266,330,448,472,1290,190,902,892,2556,520
1135,Sauda,2004,452,417,1269,322,431,473,1280,198,883,890,2549,520
1135,Sauda,2005,422,418,1261,323,419,464,1268,200,841,882,2529,523
1135,Sauda,2006,412,405,1250,316,412,466,1260,200,824,871,2510,516
1135,Sauda,2007,405,420,1236,321,398,449,1245,216,803,869,2481,537
1135,Sauda,2008,409,407,1239,325,389,440,1250,229,798,847,2489,554
1135,Sauda,2009,402,413,1236,325,377,454,1251,224,779,867,2487,549
1135,Sauda,2010,378,419,1238,317,359,474,1245,222,737,893,2483,539
1135,Sauda,2011,386,426,1226,317,348,481,1252,225,734,907,2478,542
1135,Sauda,2012,393,445,1233,316,352,477,1274,222,745,922,2507,538
1135,Sauda,2013,389,440,1237,306,363,456,1290,213,752,896,2527,519
1135,Sauda,2014,392,441,1246,306,379,447,1293,217,771,888,2539,523
1141,Finnøy,1999,312,273,659,178,323,275,667,133,635,548,1326,311
1141,Finnøy,2000,306,278,665,183,322,281,668,131,628,559,1333,314
1141,Finnøy,2001,288,289,659,182,320,283,673,129,608,572,1332,311
1141,Finnøy,2002,281,284,653,172,304,293,671,128,585,577,1324,300
1141,Finnøy,2003,285,274,662,167,307,284,671,122,592,558,1333,289
1141,Finnøy,2004,288,281,662,162,312,286,665,123,600,567,1327,285
1141,Finnøy,2005,269,285,662,161,304,278,659,127,573,563,1321,288
1141,Finnøy,2006,261,271,659,163,294,266,666,124,555,537,1325,287
1141,Finnøy,2007,247,258,657,165,275,261,672,113,522,519,1329,278
1141,Finnøy,2008,250,256,666,169,279,265,685,108,529,521,1351,277
1141,Finnøy,2009,249,252,686,159,275,296,731,111,524,548,1417,270
1141,Finnøy,2010,241,275,678,159,276,307,747,106,517,582,1425,265
1141,Finnøy,2011,257,295,696,155,275,325,781,99,532,620,1477,254
1141,Finnøy,2012,255,293,715,153,272,321,806,100,527,614,1521,253
1141,Finnøy,2013,267,292,738,150,284,310,843,93,551,602,1581,243
1141,Finnøy,2014,268,286,759,144,293,309,859,96,561,595,1618,240
1142,Rennesøy,1999,322,304,671,125,378,321,737,106,700,625,1408,231
1142,Rennesøy,2000,337,282,722,127,406,318,769,105,743,600,1491,232
1142,Rennesøy,2001,346,290,735,129,404,313,797,101,750,603,1532,230
1142,Rennesøy,2002,354,294,748,131,423,303,828,104,777,597,1576,235
1142,Rennesøy,2003,371,284,759,135,437,298,832,103,808,582,1591,238
1142,Rennesøy,2004,379,289,770,137,425,308,860,93,804,597,1630,230
1142,Rennesøy,2005,377,294,786,133,424,311,873,100,801,605,1659,233
1142,Rennesøy,2006,385,301,806,134,422,331,894,93,807,632,1700,227
1142,Rennesøy,2007,407,297,842,137,426,337,926,97,833,634,1768,234
1142,Rennesøy,2008,440,320,900,133,446,364,999,103,886,684,1899,236
1142,Rennesøy,2009,440,345,935,135,453,385,1045,100,893,730,1980,235
1142,Rennesøy,2010,456,363,969,134,449,396,1087,106,905,759,2056,240
1142,Rennesøy,2011,485,380,1015,133,468,415,1123,109,953,795,2138,242
1142,Rennesøy,2012,504,395,1076,133,489,450,1164,105,993,845,2240,238
1142,Rennesøy,2013,524,425,1133,131,518,478,1228,99,1042,903,2361,230
1142,Rennesøy,2014,534,449,1181,119,536,499,1263,101,1070,948,2444,220
1144,Kvitsøy,1999,52,47,125,23,47,42,151,20,99,89,276,43
1144,Kvitsøy,2000,47,54,125,24,50,40,155,20,97,94,280,44
1144,Kvitsøy,2001,46,53,131,22,53,38,154,22,99,91,285,44
1144,Kvitsøy,2002,44,52,132,20,61,33,152,21,105,85,284,41
1144,Kvitsøy,2003,44,53,133,21,55,38,152,19,99,91,285,40
1144,Kvitsøy,2004,42,46,130,23,55,40,144,24,97,86,274,47
1144,Kvitsøy,2005,39,41,132,24,52,41,148,24,91,82,280,48
1144,Kvitsøy,2006,44,40,137,24,56,45,147,25,100,85,284,49
1144,Kvitsøy,2007,48,41,136,24,56,45,149,24,104,86,285,48
1144,Kvitsøy,2008,45,46,137,28,57,44,149,27,102,90,286,55
1144,Kvitsøy,2009,44,40,142,29,54,50,147,30,98,90,289,59
1144,Kvitsøy,2010,39,44,134,28,50,56,137,32,89,100,271,60
1144,Kvitsøy,2011,41,46,135,28,49,53,136,35,90,99,271,63
1144,Kvitsøy,2012,39,50,133,26,46,51,134,37,85,101,267,63
1144,Kvitsøy,2013,40,49,130,29,51,56,139,32,91,105,269,61
1144,Kvitsøy,2014,45,42,136,28,54,46,145,30,99,88,281,58
1145,Bokn,1999,68,85,175,44,73,82,200,17,141,167,375,61
1145,Bokn,2000,70,94,177,47,73,79,212,19,143,173,389,66
1145,Bokn,2001,74,90,178,48,84,75,214,18,158,165,392,66
1145,Bokn,2002,75,81,181,44,83,64,209,20,158,145,390,64
1145,Bokn,2003,70,77,186,43,86,61,212,22,156,138,398,65
1145,Bokn,2004,69,72,188,46,84,57,216,21,153,129,404,67
1145,Bokn,2005,65,71,189,49,91,52,216,25,156,123,405,74
1145,Bokn,2006,67,70,191,48,89,57,220,23,156,127,411,71
1145,Bokn,2007,72,63,200,51,90,60,221,23,162,123,421,74
1145,Bokn,2008,77,71,207,51,93,68,222,29,170,139,429,80
1145,Bokn,2009,73,67,205,45,87,70,223,30,160,137,428,75
1145,Bokn,2010,73,67,212,46,93,68,228,32,166,135,440,78
1145,Bokn,2011,74,61,221,44,95,75,225,33,169,136,446,77
1145,Bokn,2012,70,66,222,45,99,80,229,33,169,146,451,78
1145,Bokn,2013,73,68,222,45,97,85,236,34,170,153,458,79
1145,Bokn,2014,68,76,223,46,96,89,234,33,164,165,457,79
1146,Tysvær,1999,990,884,1956,299,1066,979,2142,203,2056,1863,4098,502
1146,Tysvær,2000,1006,895,2007,301,1080,991,2203,214,2086,1886,4210,515
1146,Tysvær,2001,1021,885,2071,297,1096,958,2235,206,2117,1843,4306,503
1146,Tysvær,2002,1038,883,2113,309,1098,964,2290,204,2136,1847,4403,513
1146,Tysvær,2003,1044,868,2160,301,1098,953,2341,203,2142,1821,4501,504
1146,Tysvær,2004,1046,888,2208,285,1104,953,2401,204,2150,1841,4609,489
1146,Tysvær,2005,1064,885,2254,287,1119,976,2455,207,2183,1861,4709,494
1146,Tysvær,2006,1045,841,2293,284,1098,976,2457,208,2143,1817,4750,492
1146,Tysvær,2007,1050,886,2312,298,1110,993,2503,213,2160,1879,4815,511
1146,Tysvær,2008,1067,872,2347,298,1118,980,2556,231,2185,1852,4903,529
1146,Tysvær,2009,1051,897,2382,299,1119,1020,2593,233,2170,1917,4975,532
1146,Tysvær,2010,1045,929,2445,295,1143,1011,2662,240,2188,1940,5107,535
1146,Tysvær,2011,1064,956,2498,311,1162,1053,2744,253,2226,2009,5242,564
1146,Tysvær,2012,1038,1022,2526,323,1170,1053,2804,265,2208,2075,5330,588
1146,Tysvær,2013,1070,1036,2590,314,1171,1058,2819,271,2241,2094,5409,585
1146,Tysvær,2014,1095,1054,2660,313,1194,1072,2881,273,2289,2126,5541,586
1149,Karmøy,1999,3893,3904,8841,1354,4026,4125,9144,807,7919,8029,17985,2161
1149,Karmøy,2000,3959,3846,8953,1359,4075,4019,9396,798,8034,7865,18349,2157
1149,Karmøy,2001,4015,3740,9109,1378,4155,3882,9536,795,8170,7622,18645,2173
1149,Karmøy,2002,4007,3619,9226,1402,4166,3734,9636,813,8173,7353,18862,2215
1149,Karmøy,2003,3973,3588,9349,1427,4184,3656,9711,837,8157,7244,19060,2264
1149,Karmøy,2004,3955,3570,9450,1430,4136,3629,9778,856,8091,7199,19228,2286
1149,Karmøy,2005,3914,3622,9592,1432,4070,3723,9901,878,7984,7345,19493,2310
1149,Karmøy,2006,3866,3688,9723,1434,4024,3774,10051,893,7890,7462,19774,2327
1149,Karmøy,2007,3829,3788,9835,1431,3987,3876,10154,933,7816,7664,19989,2364
1149,Karmøy,2008,3834,3870,9973,1436,3961,3942,10495,926,7795,7812,20468,2362
1149,Karmøy,2009,3802,3911,10128,1441,3965,3954,10650,959,7767,7865,20778,2400
1149,Karmøy,2010,3833,3873,10261,1467,3973,3971,10754,967,7806,7844,21015,2434
1149,Karmøy,2011,3787,3906,10432,1462,3946,4058,10920,980,7733,7964,21352,2442
1149,Karmøy,2012,3837,3906,10585,1468,4019,4118,11055,1011,7856,8024,21640,2479
1149,Karmøy,2013,3859,3967,10745,1471,4054,4125,11314,1043,7913,8092,22059,2514
1149,Karmøy,2014,3872,4097,10906,1517,4085,4213,11478,1055,7957,8310,22384,2572
1151,Utsira,1999,18,23,42,24,30,27,64,13,48,50,106,37
1151,Utsira,2000,19,24,47,24,34,27,66,12,53,51,113,36
1151,Utsira,2001,17,20,46,21,30,27,60,9,47,47,106,30
1151,Utsira,2002,20,17,46,19,32,26,60,10,52,43,106,29
1151,Utsira,2003,17,18,47,17,28,25,59,9,45,43,106,26
1151,Utsira,2004,19,19,46,14,25,24,58,7,44,43,104,21
1151,Utsira,2005,20,16,47,13,27,24,56,9,47,40,103,22
1151,Utsira,2006,19,15,47,13,27,23,54,9,46,38,101,22
1151,Utsira,2007,20,12,51,12,24,27,58,9,44,39,109,21
1151,Utsira,2008,19,14,49,13,22,25,60,8,41,39,109,21
1151,Utsira,2009,17,20,47,10,21,23,66,8,38,43,113,18
1151,Utsira,2010,17,22,46,12,22,20,71,8,39,42,117,20
1151,Utsira,2011,18,21,49,10,20,21,66,8,38,42,115,18
1151,Utsira,2012,15,18,54,9,22,20,68,10,37,38,122,19
1151,Utsira,2013,10,19,52,9,20,20,66,10,30,39,118,19
1151,Utsira,2014,12,20,56,6,21,17,66,9,33,37,122,15
1201,Bergen,1999,20519,22932,59606,11458,21743,23381,58425,6004,42262,46313,118031,17462
1201,Bergen,2000,20890,22595,60448,11513,22191,23127,59467,6030,43081,45722,119915,17543
1201,Bergen,2001,21106,22365,61048,11470,22345,23093,60175,6075,43451,45458,121223,17545
1201,Bergen,2002,21344,22593,61806,11478,22475,23291,61081,6131,43819,45884,122887,17609
1201,Bergen,2003,21420,22850,62487,11415,22500,23534,61882,6181,43920,46384,124369,17596
1201,Bergen,2004,21433,23124,63104,11420,22458,23808,62670,6232,43891,46932,125774,17652
1201,Bergen,2005,21321,23388,63612,11388,22320,24131,63468,6323,43641,47519,127080,17711
1201,Bergen,2006,21218,24039,64278,11451,22131,24779,64411,6495,43349,48818,128689,17946
1201,Bergen,2007,21078,24646,64711,11466,21962,25552,65357,6555,43040,50198,130068,18021
1201,Bergen,2008,21086,25422,65053,11496,21783,26569,66414,6634,42869,51991,131467,18130
1201,Bergen,2009,21229,26213,65981,11442,21869,27513,67695,6663,43098,53726,133676,18105
1201,Bergen,2010,21382,27193,66986,11474,22114,28387,68816,6748,43496,55580,135802,18222
