knr,knavn,aar,bef_K_0_14,bef_K_15_29,bef_K_30_74,bef_K_75_105,bef_M_0_14,bef_M_15_29,bef_M_30_74,bef_M_75_105,bef_MK_0_14,bef_MK_15_29,bef_MK_30_74,bef_MK_75_105
0101,Halden,1999,2207,2445,7110,1597,2387,2530,7067,889,4594,4975,14177,2486
0101,Halden,2000,2243,2416,7163,1612,2443,2514,7135,913,4686,4930,14298,2525
0101,Halden,2001,2284,2416,7263,1632,2487,2526,7270,923,4771,4942,14533,2555
0101,Halden,2002,2287,2409,7297,1630,2525,2446,7327,950,4812,4855,14624,2580
0101,Halden,2003,2321,2381,7370,1627,2560,2504,7397,962,4881,4885,14767,2589
0101,Halden,2004,2316,2350,7408,1640,2559,2465,7471,957,4875,4815,14879,2597
0101,Halden,2005,2316,2339,7494,1610,2547,2472,7531,959,4863,4811,15025,2569
0101,Halden,2006,2303,2377,7583,1574,2526,2531,7569,986,4829,4908,15152,2560
0101,Halden,2007,2273,2413,7601,1604,2525,2487,7669,972,4798,4900,15270,2576
0101,Halden,2008,2290,2421,7690,1583,2514,2503,7798,984,4804,4924,15488,2567
0101,Halden,2009,2318,2497,7774,1555,2505,2541,7900,987,4823,5038,15674,2542
0101,Halden,2010,2329,2568,7890,1543,2487,2632,8026,993,4816,5200,15916,2536
0101,Halden,2011,2328,2628,7998,1524,2502,2755,8171,995,4830,5383,16169,2519
0101,Halden,2012,2340,2691,8099,1503,2509,2881,8243,979,4849,5572,16342,2482
0101,Halden,2013,2352,2745,8239,1499,2538,2916,8326,958,4890,5661,16565,2457
0101,Halden,2014,2369,2804,8302,1481,2559,2943,8400,969,4928,5747,16702,2450
0104,Moss,1999,2073,2574,7255,1379,2238,2633,7028,749,4311,5207,14283,2128
0104,Moss,2000,2155,2501,7363,1425,2343,2535,7212,760,4498,5036,14575,2185
0104,Moss,2001,2255,2480,7546,1436,2441,2524,7363,773,4696,5004,14909,2209
0104,Moss,2002,2311,2436,7682,1408,2473,2436,7511,766,4784,4872,15193,2174
0104,Moss,2003,2281,2439,7833,1395,2452,2409,7611,785,4733,4848,15444,2180
0104,Moss,2004,2329,2428,7930,1395,2467,2393,7702,801,4796,4821,15632,2196
0104,Moss,2005,2347,2440,8051,1379,2471,2395,7840,797,4818,4835,15891,2176
0104,Moss,2006,2338,2386,8168,1404,2470,2406,7895,818,4808,4792,16063,2222
0104,Moss,2007,2343,2432,8316,1413,2487,2449,7998,830,4830,4881,16314,2243
0104,Moss,2008,2379,2409,8447,1428,2510,2563,8147,846,4889,4972,16594,2274
0104,Moss,2009,2383,2531,8587,1409,2542,2636,8327,849,4925,5167,16914,2258
0104,Moss,2010,2416,2576,8687,1417,2609,2698,8416,850,5025,5274,17103,2267
0104,Moss,2011,2413,2561,8793,1407,2584,2755,8540,877,4997,5316,17333,2284
0104,Moss,2012,2408,2626,8938,1409,2568,2829,8682,900,4976,5455,17620,2309
0104,Moss,2013,2448,2653,8999,1411,2563,2862,8803,945,5011,5515,17802,2356
0104,Moss,2014,2443,2640,9127,1434,2569,2900,8891,983,5012,5540,18018,2417
0105,Sarpsborg,1999,3870,4465,12908,2501,4063,4759,12655,1373,7933,9224,25563,3874
0105,Sarpsborg,2000,3903,4416,13056,2516,4096,4656,12806,1431,7999,9072,25862,3947
0105,Sarpsborg,2001,4023,4375,13303,2509,4186,4674,12985,1414,8209,9049,26288,3923
0105,Sarpsborg,2002,4110,4317,13443,2522,4304,4624,13201,1453,8414,8941,26644,3975
0105,Sarpsborg,2003,4179,4293,13596,2530,4399,4568,13437,1473,8578,8861,27033,4003
0105,Sarpsborg,2004,4230,4301,13719,2511,4468,4559,13572,1491,8698,8860,27291,4002
0105,Sarpsborg,2005,4311,4309,13879,2514,4494,4547,13665,1518,8805,8856,27544,4032
0105,Sarpsborg,2006,4304,4345,13964,2534,4487,4554,13816,1561,8791,8899,27780,4095
0105,Sarpsborg,2007,4287,4379,14068,2549,4537,4588,14048,1572,8824,8967,28116,4121
0105,Sarpsborg,2008,4261,4449,14175,2540,4539,4656,14293,1560,8800,9105,28468,4100
0105,Sarpsborg,2009,4367,4482,14383,2519,4587,4748,14452,1563,8954,9230,28835,4082
0105,Sarpsborg,2010,4398,4531,14518,2496,4612,4783,14595,1565,9010,9314,29113,4061
0105,Sarpsborg,2011,4422,4629,14723,2461,4674,4952,14784,1567,9096,9581,29507,4028
0105,Sarpsborg,2012,4434,4711,14861,2481,4669,4995,15007,1579,9103,9706,29868,4060
0105,Sarpsborg,2013,4425,4782,14937,2492,4663,5020,15193,1598,9088,9802,30130,4090
0105,Sarpsborg,2014,4408,4876,15065,2511,4691,4989,15335,1605,9099,9865,30400,4116
0106,Fredrikstad,1999,5588,6319,18695,3721,5847,6342,18112,2007,11435,12661,36807,5728
0106,Fredrikstad,2000,5684,6160,18873,3751,5944,6122,18370,2059,11628,12282,37243,5810
0106,Fredrikstad,2001,5796,6024,19139,3705,6059,5971,18565,2070,11855,11995,37704,5775
0106,Fredrikstad,2002,5858,5920,19304,3769,6154,5961,18683,2100,12012,11881,37987,5869
0106,Fredrikstad,2003,5982,5983,19570,3752,6306,5919,18913,2076,12288,11902,38483,5828
0106,Fredrikstad,2004,6023,6018,19737,3750,6364,5922,19197,2098,12387,11940,38934,5848
0106,Fredrikstad,2005,6027,5959,19916,3779,6414,5943,19471,2135,12441,11902,39387,5914
0106,Fredrikstad,2006,6034,5988,20113,3758,6432,5985,19569,2137,12466,11973,39682,5895
0106,Fredrikstad,2007,5984,6083,20296,3767,6479,6072,19697,2138,12463,12155,39993,5905
0106,Fredrikstad,2008,6000,6136,20489,3733,6484,6217,19979,2151,12484,12353,40468,5884
0106,Fredrikstad,2009,6052,6271,20638,3700,6447,6379,20358,2154,12499,12650,40996,5854
0106,Fredrikstad,2010,6098,6396,20885,3649,6442,6558,20562,2159,12540,12954,41447,5808
0106,Fredrikstad,2011,6163,6570,21127,3631,6580,6737,20794,2169,12743,13307,41921,5800
0106,Fredrikstad,2012,6095,6697,21349,3635,6614,7074,21174,2190,12709,13771,42523,5825
0106,Fredrikstad,2013,6101,6938,21641,3639,6643,7275,21535,2253,12744,14213,43176,5892
0106,Fredrikstad,2014,6127,7025,21887,3673,6631,7416,21741,2310,12758,14441,43628,5983
0111,Hvaler,1999,273,304,962,174,334,338,987,88,607,642,1949,262
0111,Hvaler,2000,266,295,966,176,317,327,1016,90,583,622,1982,266
0111,Hvaler,2001,279,297,967,173,305,349,1017,89,584,646,1984,262
0111,Hvaler,2002,285,281,1015,170,307,347,1058,98,592,628,2073,268
0111,Hvaler,2003,286,277,1036,168,303,342,1079,104,589,619,2115,272
0111,Hvaler,2004,280,293,1071,170,307,318,1110,107,587,611,2181,277
0111,Hvaler,2005,289,295,1102,176,319,318,1145,105,608,613,2247,281
0111,Hvaler,2006,276,304,1128,174,317,326,1154,107,593,630,2282,281
0111,Hvaler,2007,279,280,1166,171,322,318,1194,110,601,598,2360,281
0111,Hvaler,2008,288,269,1207,173,332,315,1225,123,620,584,2432,296
0111,Hvaler,2009,298,261,1238,167,326,305,1252,122,624,566,2490,289
0111,Hvaler,2010,292,276,1269,155,314,335,1287,122,606,611,2556,277
0111,Hvaler,2011,293,288,1293,152,323,339,1309,131,616,627,2602,283
0111,Hvaler,2012,294,294,1325,157,321,334,1324,131,615,628,2649,288
0111,Hvaler,2013,285,335,1335,158,329,334,1356,124,614,669,2691,282
0111,Hvaler,2014,293,332,1362,172,327,333,1398,137,620,665,2760,309
0118,Aremark,1999,147,131,359,102,117,134,398,59,264,265,757,161
0118,Aremark,2000,140,133,360,101,118,127,390,61,258,260,750,162
0118,Aremark,2001,135,134,356,101,115,109,389,64,250,243,745,165
0118,Aremark,2002,142,130,366,98,118,107,400,61,260,237,766,159
0118,Aremark,2003,147,131,374,94,119,109,404,62,266,240,778,156
0118,Aremark,2004,143,129,378,88,120,108,397,61,263,237,775,149
0118,Aremark,2005,137,120,379,90,120,103,400,59,257,223,779,149
0118,Aremark,2006,135,128,387,89,128,110,406,57,263,238,793,146
0118,Aremark,2007,130,117,380,84,130,112,390,57,260,229,770,141
0118,Aremark,2008,128,110,392,79,134,119,398,58,262,229,790,137
0118,Aremark,2009,125,103,395,80,127,119,396,60,252,222,791,140
0118,Aremark,2010,127,113,391,74,121,123,401,63,248,236,792,137
0118,Aremark,2011,125,110,393,68,123,118,395,63,248,228,788,131
0118,Aremark,2012,126,110,394,74,122,123,401,62,248,233,795,136
0118,Aremark,2013,123,110,389,73,121,120,415,67,244,230,804,140
0118,Aremark,2014,117,107,382,77,115,102,431,65,232,209,813,142
0119,Marker,1999,275,278,857,206,258,306,919,148,533,584,1776,354
0119,Marker,2000,279,271,851,212,276,288,926,161,555,559,1777,373
0119,Marker,2001,285,280,870,208,291,284,941,165,576,564,1811,373
0119,Marker,2002,287,277,868,209,288,270,924,170,575,547,1792,379
0119,Marker,2003,289,272,908,204,296,284,939,167,585,556,1847,371
0119,Marker,2004,289,273,917,195,314,277,952,158,603,550,1869,353
0119,Marker,2005,282,290,946,188,311,271,965,148,593,561,1911,336
0119,Marker,2006,297,293,959,191,316,270,997,150,613,563,1956,341
0119,Marker,2007,291,299,967,195,318,275,998,153,609,574,1965,348
0119,Marker,2008,270,279,961,201,301,281,1001,152,571,560,1962,353
0119,Marker,2009,246,293,968,198,288,273,1005,148,534,566,1973,346
0119,Marker,2010,260,280,987,183,292,277,1020,142,552,557,2007,325
0119,Marker,2011,249,280,986,191,287,273,1025,145,536,553,2011,336
0119,Marker,2012,259,272,997,193,298,286,1045,139,557,558,2042,332
0119,Marker,2013,259,278,1007,211,300,300,1059,140,559,578,2066,351
0119,Marker,2014,257,295,1014,208,289,307,1069,138,546,602,2083,346
0121,Rømskog,1999,42,61,170,55,57,52,186,37,99,113,356,92
0121,Rømskog,2000,40,65,174,53,60,52,184,40,100,117,358,93
0121,Rømskog,2001,42,59,174,54,58,56,189,38,100,115,363,92
0121,Rømskog,2002,42,52,172,51,56,56,179,40,98,108,351,91
0121,Rømskog,2003,47,45,176,52,62,56,171,43,109,101,347,95
0121,Rømskog,2004,47,50,172,52,62,59,174,46,109,109,346,98
0121,Rømskog,2005,48,49,175,51,65,53,177,46,113,102,352,97
0121,Rømskog,2006,50,48,177,56,61,56,175,47,111,104,352,103
0121,Rømskog,2007,49,38,172,62,54,58,175,46,103,96,347,108
0121,Rømskog,2008,42,35,173,60,60,56,173,44,102,91,346,104
0121,Rømskog,2009,44,39,179,56,69,53,187,40,113,92,366,96
0121,Rømskog,2010,43,45,186,51,63,61,195,38,106,106,381,89
0121,Rømskog,2011,48,44,182,49,59,60,193,37,107,104,375,86
0121,Rømskog,2012,46,44,182,53,60,64,195,37,106,108,377,90
0121,Rømskog,2013,49,39,182,54,58,65,197,39,107,104,379,93
0121,Rømskog,2014,48,33,186,50,54,57,201,38,102,90,387,88
0122,Trøgstad,1999,407,470,1275,254,419,490,1324,156,826,960,2599,410
0122,Trøgstad,2000,417,469,1275,263,426,487,1330,153,843,956,2605,416
0122,Trøgstad,2001,424,438,1287,273,432,477,1352,164,856,915,2639,437
0122,Trøgstad,2002,441,408,1345,262,449,446,1381,166,890,854,2726,428
0122,Trøgstad,2003,435,408,1362,268,449,438,1400,167,884,846,2762,435
0122,Trøgstad,2004,437,400,1360,267,422,446,1405,171,859,846,2765,438
0122,Trøgstad,2005,431,400,1365,266,415,430,1423,173,846,830,2788,439
0122,Trøgstad,2006,426,398,1391,267,439,423,1445,171,865,821,2836,438
0122,Trøgstad,2007,423,387,1383,265,433,436,1445,172,856,823,2828,437
0122,Trøgstad,2008,429,397,1408,264,441,426,1456,168,870,823,2864,432
0122,Trøgstad,2009,415,406,1421,254,425,446,1472,162,840,852,2893,416
0122,Trøgstad,2010,423,400,1447,239,422,439,1504,162,845,839,2951,401
0122,Trøgstad,2011,421,420,1451,235,434,446,1538,154,855,866,2989,389
0122,Trøgstad,2012,423,423,1459,234,436,458,1568,157,859,881,3027,391
0122,Trøgstad,2013,415,412,1465,232,447,476,1606,153,862,888,3071,385
0122,Trøgstad,2014,415,450,1496,231,436,510,1613,156,851,960,3109,387
0123,Spydeberg,1999,398,420,1165,186,408,496,1183,126,806,916,2348,312
0123,Spydeberg,2000,401,400,1192,192,419,491,1205,130,820,891,2397,322
0123,Spydeberg,2001,401,416,1206,196,430,491,1239,135,831,907,2445,331
0123,Spydeberg,2002,428,441,1227,203,431,494,1265,128,859,935,2492,331
0123,Spydeberg,2003,421,431,1261,191,442,468,1275,126,863,899,2536,317
0123,Spydeberg,2004,427,414,1261,208,451,482,1283,130,878,896,2544,338
0123,Spydeberg,2005,436,416,1297,219,453,492,1309,130,889,908,2606,349
0123,Spydeberg,2006,436,447,1311,229,459,472,1316,137,895,919,2627,366
0123,Spydeberg,2007,422,435,1360,229,477,467,1350,145,899,902,2710,374
0123,Spydeberg,2008,431,455,1401,230,484,464,1411,143,915,919,2812,373
0123,Spydeberg,2009,432,455,1427,233,482,468,1444,145,914,923,2871,378
0123,Spydeberg,2010,448,454,1441,232,501,444,1452,132,949,898,2893,364
0123,Spydeberg,2011,447,455,1491,227,499,459,1492,129,946,914,2983,356
0123,Spydeberg,2012,459,458,1514,229,521,441,1533,134,980,899,3047,363
0123,Spydeberg,2013,462,451,1551,233,528,472,1586,134,990,923,3137,367
0123,Spydeberg,2014,463,469,1599,229,509,532,1617,139,972,1001,3216,368
0124,Askim,1999,1186,1344,3573,655,1208,1424,3500,353,2394,2768,7073,1008
0124,Askim,2000,1206,1305,3621,672,1220,1402,3562,365,2426,2707,7183,1037
0124,Askim,2001,1217,1262,3702,665,1236,1397,3600,378,2453,2659,7302,1043
0124,Askim,2002,1215,1220,3763,677,1250,1344,3659,393,2465,2564,7422,1070
0124,Askim,2003,1260,1220,3837,675,1282,1331,3735,390,2542,2551,7572,1065
0124,Askim,2004,1252,1223,3895,663,1258,1359,3798,383,2510,2582,7693,1046
0124,Askim,2005,1232,1253,3931,654,1292,1335,3839,393,2524,2588,7770,1047
0124,Askim,2006,1261,1266,3948,673,1281,1346,3859,392,2542,2612,7807,1065
0124,Askim,2007,1277,1260,4000,677,1281,1324,3905,406,2558,2584,7905,1083
0124,Askim,2008,1283,1275,4033,677,1284,1350,3996,410,2567,2625,8029,1087
0124,Askim,2009,1264,1322,4119,663,1326,1368,4054,403,2590,2690,8173,1066
0124,Askim,2010,1288,1331,4139,651,1332,1378,4153,399,2620,2709,8292,1050
0124,Askim,2011,1273,1352,4196,632,1337,1382,4184,391,2610,2734,8380,1023
0124,Askim,2012,1248,1362,4261,632,1330,1424,4255,404,2578,2786,8516,1036
0124,Askim,2013,1253,1440,4315,624,1339,1431,4315,420,2592,2871,8630,1044
0124,Askim,2014,1279,1428,4398,616,1370,1413,4369,417,2649,2841,8767,1033
0125,Eidsberg,1999,819,919,2510,523,872,922,2478,289,1691,1841,4988,812
0125,Eidsberg,2000,855,943,2596,523,893,935,2544,299,1748,1878,5140,822
0125,Eidsberg,2001,878,945,2640,533,922,956,2601,292,1800,1901,5241,825
0125,Eidsberg,2002,874,932,2655,543,921,933,2632,311,1795,1865,5287,854
0125,Eidsberg,2003,889,924,2676,539,926,914,2669,314,1815,1838,5345,853
0125,Eidsberg,2004,902,948,2732,530,944,916,2711,328,1846,1864,5443,858
0125,Eidsberg,2005,904,917,2763,538,961,915,2749,332,1865,1832,5512,870
0125,Eidsberg,2006,909,926,2798,536,950,926,2785,327,1859,1852,5583,863
0125,Eidsberg,2007,903,920,2817,542,959,925,2840,325,1862,1845,5657,867
0125,Eidsberg,2008,911,950,2855,547,989,937,2875,332,1900,1887,5730,879
0125,Eidsberg,2009,926,959,2920,553,985,976,2937,334,1911,1935,5857,887
0125,Eidsberg,2010,922,972,2947,542,994,1010,2978,337,1916,1982,5925,879
0125,Eidsberg,2011,909,1013,2990,522,981,1064,3019,329,1890,2077,6009,851
0125,Eidsberg,2012,908,1038,3041,525,984,1031,3078,336,1892,2069,6119,861
0125,Eidsberg,2013,905,1018,3096,530,973,1092,3127,338,1878,2110,6223,868
0125,Eidsberg,2014,907,1043,3145,522,999,1084,3180,339,1906,2127,6325,861
0127,Skiptvet,1999,275,285,822,145,311,338,829,93,586,623,1651,238
0127,Skiptvet,2000,285,276,821,148,317,326,829,95,602,602,1650,243
0127,Skiptvet,2001,302,300,828,151,319,324,847,94,621,624,1675,245
0127,Skiptvet,2002,318,299,831,149,322,340,863,97,640,639,1694,246
0127,Skiptvet,2003,331,302,851,150,333,328,885,99,664,630,1736,249
0127,Skiptvet,2004,335,290,874,154,331,311,895,109,666,601,1769,263
0127,Skiptvet,2005,343,285,880,152,312,311,924,114,655,596,1804,266
0127,Skiptvet,2006,338,285,887,150,311,309,968,115,649,594,1855,265
0127,Skiptvet,2007,328,288,879,152,308,304,994,116,636,592,1873,268
0127,Skiptvet,2008,336,313,894,159,335,328,983,120,671,641,1877,279
0127,Skiptvet,2009,333,304,914,151,343,327,971,112,676,631,1885,263
0127,Skiptvet,2010,330,315,936,153,338,318,998,113,668,633,1934,266
0127,Skiptvet,2011,343,293,955,153,350,318,1008,109,693,611,1963,262
0127,Skiptvet,2012,347,314,979,154,356,303,1033,108,703,617,2012,262
0127,Skiptvet,2013,340,337,980,152,350,318,1058,99,690,655,2038,251
0127,Skiptvet,2014,339,338,1003,148,346,328,1087,90,685,666,2090,238
0128,Rakkestad,1999,625,639,1872,394,601,736,1911,229,1226,1375,3783,623
0128,Rakkestad,2000,617,644,1871,401,593,718,1909,241,1210,1362,3780,642
0128,Rakkestad,2001,640,646,1882,412,599,736,1914,242,1239,1382,3796,654
0128,Rakkestad,2002,645,651,1888,400,605,710,1932,248,1250,1361,3820,648
0128,Rakkestad,2003,648,653,1907,407,632,684,1967,251,1280,1337,3874,658
0128,Rakkestad,2004,648,628,1927,394,645,669,1978,248,1293,1297,3905,642
0128,Rakkestad,2005,655,625,1948,395,649,679,2001,243,1304,1304,3949,638
0128,Rakkestad,2006,661,639,1977,404,661,672,2014,256,1322,1311,3991,660
0128,Rakkestad,2007,658,640,1997,402,664,680,2054,254,1322,1320,4051,656
0128,Rakkestad,2008,660,677,2016,400,691,666,2082,260,1351,1343,4098,660
0128,Rakkestad,2009,645,666,2009,404,662,662,2106,257,1307,1328,4115,661
0128,Rakkestad,2010,660,648,2025,405,657,668,2131,251,1317,1316,4156,656
0128,Rakkestad,2011,652,641,2065,399,664,663,2173,252,1316,1304,4238,651
0128,Rakkestad,2012,649,649,2105,403,648,679,2220,253,1297,1328,4325,656
0128,Rakkestad,2013,660,674,2145,396,672,696,2287,247,1332,1370,4432,643
0128,Rakkestad,2014,662,681,2178,403,690,683,2333,252,1352,1364,4511,655
0135,Råde,1999,543,570,1713,239,573,583,1683,155,1116,1153,3396,394
0135,Råde,2000,544,578,1726,262,581,584,1695,169,1125,1162,3421,431
0135,Råde,2001,536,571,1739,279,615,578,1710,175,1151,1149,3449,454
0135,Råde,2002,556,559,1783,284,638,560,1746,189,1194,1119,3529,473
0135,Råde,2003,562,512,1833,282,625,560,1760,188,1187,1072,3593,470
0135,Råde,2004,563,493,1835,290,614,565,1769,190,1177,1058,3604,480
0135,Råde,2005,551,501,1856,298,613,582,1785,203,1164,1083,3641,501
0135,Råde,2006,564,526,1862,309,601,587,1821,209,1165,1113,3683,518
0135,Råde,2007,583,503,1895,317,583,625,1862,214,1166,1128,3757,531
0135,Råde,2008,591,531,1933,324,622,625,1917,220,1213,1156,3850,544
0135,Råde,2009,572,529,1931,321,601,614,1950,212,1173,1143,3881,533
0135,Råde,2010,567,549,1954,321,600,629,1958,230,1167,1178,3912,551
0135,Råde,2011,567,550,1968,319,612,634,1976,245,1179,1184,3944,564
0135,Råde,2012,560,543,1987,333,616,624,2007,250,1176,1167,3994,583
0135,Råde,2013,537,574,2000,329,635,621,2031,258,1172,1195,4031,587
0135,Råde,2014,532,580,2004,340,650,630,2055,252,1182,1210,4059,592
0136,Rygge,1999,1214,1238,3598,526,1290,1203,3532,324,2504,2441,7130,850
0136,Rygge,2000,1231,1204,3677,552,1339,1192,3586,333,2570,2396,7263,885
0136,Rygge,2001,1246,1178,3733,569,1376,1171,3673,340,2622,2349,7406,909
0136,Rygge,2002,1261,1152,3769,592,1394,1168,3699,341,2655,2320,7468,933
0136,Rygge,2003,1282,1139,3839,593,1444,1189,3755,356,2726,2328,7594,949
0136,Rygge,2004,1264,1152,3885,592,1418,1157,3773,348,2682,2309,7658,940
0136,Rygge,2005,1254,1097,3925,606,1434,1128,3763,357,2688,2225,7688,963
0136,Rygge,2006,1270,1108,3958,614,1441,1124,3845,366,2711,2232,7803,980
0136,Rygge,2007,1243,1103,3960,611,1418,1116,3853,377,2661,2219,7813,988
0136,Rygge,2008,1252,1081,4014,619,1434,1118,3855,404,2686,2199,7869,1023
0136,Rygge,2009,1241,1079,4071,634,1420,1187,3931,408,2661,2266,8002,1042
0136,Rygge,2010,1244,1115,4104,645,1388,1246,3992,407,2632,2361,8096,1052
0136,Rygge,2011,1250,1138,4147,655,1367,1244,4062,415,2617,2382,8209,1070
0136,Rygge,2012,1269,1191,4197,661,1358,1307,4141,438,2627,2498,8338,1099
0136,Rygge,2013,1249,1258,4260,670,1340,1370,4206,471,2589,2628,8466,1141
0136,Rygge,2014,1254,1256,4282,695,1299,1418,4275,498,2553,2674,8557,1193
0137,Våler (Østfold),1999,380,314,1056,134,433,417,1082,76,813,731,2138,210
0137,Våler (Østfold),2000,408,329,1082,133,469,415,1108,76,877,744,2190,209
0137,Våler (Østfold),2001,407,340,1102,130,471,410,1121,82,878,750,2223,212
0137,Våler (Østfold),2002,412,330,1115,121,481,392,1146,80,893,722,2261,201
0137,Våler (Østfold),2003,390,313,1099,122,459,372,1119,86,849,685,2218,208
0137,Våler (Østfold),2004,394,294,1114,123,448,368,1134,86,842,662,2248,209
0137,Våler (Østfold),2005,393,280,1130,126,450,366,1140,87,843,646,2270,213
0137,Våler (Østfold),2006,391,290,1152,129,424,378,1183,80,815,668,2335,209
0137,Våler (Østfold),2007,403,311,1150,131,422,384,1218,77,825,695,2368,208
0137,Våler (Østfold),2008,394,365,1163,134,410,420,1249,84,804,785,2412,218
0137,Våler (Østfold),2009,425,378,1210,130,409,457,1293,89,834,835,2503,219
0137,Våler (Østfold),2010,418,379,1235,134,411,431,1321,89,829,810,2556,223
0137,Våler (Østfold),2011,412,391,1277,129,426,447,1347,94,838,838,2624,223
0137,Våler (Østfold),2012,433,405,1312,129,441,441,1389,94,874,846,2701,223
0137,Våler (Østfold),2013,441,406,1348,131,462,466,1444,98,903,872,2792,229
0137,Våler (Østfold),2014,467,413,1391,135,476,462,1474,104,943,875,2865,239
0138,Hobøl,1999,407,420,1139,138,454,429,1178,87,861,849,2317,225
0138,Hobøl,2000,409,403,1163,142,476,431,1210,82,885,834,2373,224
0138,Hobøl,2001,413,413,1204,135,494,430,1234,78,907,843,2438,213
0138,Hobøl,2002,435,381,1220,129,504,409,1238,80,939,790,2458,209
0138,Hobøl,2003,455,367,1240,127,492,395,1258,85,947,762,2498,212
0138,Hobøl,2004,459,381,1231,138,470,406,1277,83,929,787,2508,221
0138,Hobøl,2005,453,384,1268,142,464,403,1309,86,917,787,2577,228
0138,Hobøl,2006,445,372,1281,145,463,411,1313,89,908,783,2594,234
0138,Hobøl,2007,443,372,1296,140,465,411,1312,95,908,783,2608,235
0138,Hobøl,2008,436,387,1297,143,443,441,1330,96,879,828,2627,239
0138,Hobøl,2009,438,390,1318,146,430,440,1345,98,868,830,2663,244
0138,Hobøl,2010,433,404,1338,154,434,450,1385,99,867,854,2723,253
0138,Hobøl,2011,418,429,1366,152,439,469,1428,104,857,898,2794,256
0138,Hobøl,2012,419,434,1379,151,432,471,1449,110,851,905,2828,261
0138,Hobøl,2013,425,442,1389,158,425,505,1466,115,850,947,2855,273
0138,Hobøl,2014,433,481,1427,167,431,534,1517,121,864,1015,2944,288
0211,Vestby,1999,1111,1214,3066,344,1126,1304,3092,219,2237,2518,6158,563
0211,Vestby,2000,1119,1153,3181,361,1161,1282,3178,223,2280,2435,6359,584
0211,Vestby,2001,1181,1155,3334,364,1229,1239,3350,233,2410,2394,6684,597
0211,Vestby,2002,1212,1130,3481,358,1283,1202,3469,230,2495,2332,6950,588
0211,Vestby,2003,1238,1113,3566,361,1304,1186,3571,218,2542,2299,7137,579
0211,Vestby,2004,1263,1070,3644,368,1313,1159,3629,215,2576,2229,7273,583
0211,Vestby,2005,1271,1106,3675,369,1356,1123,3681,232,2627,2229,7356,601
0211,Vestby,2006,1287,1101,3784,375,1374,1133,3733,234,2661,2234,7517,609
0211,Vestby,2007,1320,1102,3851,377,1386,1145,3827,234,2706,2247,7678,611
0211,Vestby,2008,1382,1112,3962,392,1418,1133,4001,234,2800,2245,7963,626
0211,Vestby,2009,1422,1139,4063,386,1439,1160,4078,230,2861,2299,8141,616
0211,Vestby,2010,1441,1127,4175,391,1455,1163,4200,247,2896,2290,8375,638
0211,Vestby,2011,1466,1152,4276,391,1462,1215,4292,258,2928,2367,8568,649
0211,Vestby,2012,1485,1204,4395,399,1522,1247,4423,273,3007,2451,8818,672
0211,Vestby,2013,1506,1253,4504,414,1583,1283,4565,309,3089,2536,9069,723
0211,Vestby,2014,1536,1273,4616,432,1614,1295,4650,337,3150,2568,9266,769
0213,Ski,1999,2478,2445,6907,708,2797,2390,6678,428,5275,4835,13585,1136
0213,Ski,2000,2535,2371,7029,714,2848,2302,6813,442,5383,4673,13842,1156
0213,Ski,2001,2546,2361,7080,729,2835,2294,6881,452,5381,4655,13961,1181
0213,Ski,2002,2613,2273,7205,763,2840,2256,6995,465,5453,4529,14200,1228
0213,Ski,2003,2682,2240,7337,790,2876,2243,7156,493,5558,4483,14493,1283
0213,Ski,2004,2688,2252,7487,809,2909,2271,7256,533,5597,4523,14743,1342
0213,Ski,2005,2671,2238,7585,822,2921,2318,7332,568,5592,4556,14917,1390
0213,Ski,2006,2675,2277,7607,877,2887,2377,7373,601,5562,4654,14980,1478
0213,Ski,2007,2692,2203,7709,896,2893,2419,7450,637,5585,4622,15159,1533
0213,Ski,2008,2715,2221,7791,912,2889,2429,7546,654,5604,4650,15337,1566
0213,Ski,2009,2679,2292,7834,919,2840,2517,7611,663,5519,4809,15445,1582
0213,Ski,2010,2726,2311,7929,935,2863,2525,7717,673,5589,4836,15646,1608
0213,Ski,2011,2757,2395,8059,950,2897,2626,7877,683,5654,5021,15936,1633
0213,Ski,2012,2735,2428,8162,969,2910,2662,8054,683,5645,5090,16216,1652
0213,Ski,2013,2805,2505,8185,1001,2887,2742,8112,712,5692,5247,16297,1713
0213,Ski,2014,2835,2537,8233,1046,2924,2791,8148,721,5759,5328,16381,1767
0214,Ås,1999,1310,1230,3530,426,1410,1318,3567,281,2720,2548,7097,707
0214,Ås,2000,1378,1247,3590,435,1472,1306,3678,290,2850,2553,7268,725
0214,Ås,2001,1417,1208,3697,436,1521,1285,3762,294,2938,2493,7459,730
0214,Ås,2002,1464,1221,3763,450,1557,1303,3820,291,3021,2524,7583,741
0214,Ås,2003,1474,1223,3832,446,1563,1315,3875,304,3037,2538,7707,750
0214,Ås,2004,1503,1235,3872,463,1552,1305,3886,318,3055,2540,7758,781
0214,Ås,2005,1487,1238,3921,467,1556,1338,3960,320,3043,2576,7881,787
0214,Ås,2006,1460,1240,4001,478,1557,1312,3988,331,3017,2552,7989,809
0214,Ås,2007,1440,1305,4030,525,1529,1396,4088,350,2969,2701,8118,875
0214,Ås,2008,1463,1420,4085,539,1586,1440,4212,374,3049,2860,8297,913
0214,Ås,2009,1501,1494,4185,550,1586,1594,4362,381,3087,3088,8547,931
0214,Ås,2010,1516,1611,4297,559,1630,1710,4466,400,3146,3321,8763,959
